ano_trabajo;título profesional;Categoría de Trabajo;moneda_salario;salario;salario_en_usd;residencia_empleado;nivel_de_experiencia;Tipo_de_empleo;escenario _de_trabajo;Ubicación_de_la_compañía;tamaño de la empresa
2021;Ingeniero de datos;Ingeniería de datos;USD;150000;150000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2021;Ingeniero de datos;Ingeniería de datos;USD;115000;115000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;S
2021;Ingeniero de datos;Ingeniería de datos;USD;150000;150000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero de datos;Ingeniería de datos;USD;200000;200000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero de datos;Ingeniería de datos;USD;174000;174000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero de datos;Ingeniería de datos;USD;200000;200000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero de datos;Ingeniería de datos;USD;110000;110000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero de datos;Ingeniería de datos;USD;72500;72500;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero de datos;Ingeniería de datos;USD;112000;112000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero de datos;Ingeniería de datos;USD;111775;111775;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2021;Ingeniero de datos;Ingeniería de datos;USD;93150;93150;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2021;Ingeniero de datos;Ingeniería de datos;USD;165000;165000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2021;Consultor de ciencias de datos;Investigación y ciencia de datos;USD;90000;90000;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;S
2021;Líder de ciencia de datos;Investigación y ciencia de datos;USD;150000;150000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2021;Gerente de ciencia de datos;Investigación y ciencia de datos;USD;240000;240000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;L
2021;Gerente de ciencia de datos;Investigación y ciencia de datos;USD;144000;144000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Gerente de ciencia de datos;Investigación y ciencia de datos;USD;174000;174000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;109000;109000;Estados Unidos;Nivel medio;Full-time;Híbrido;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;80000;80000;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2021;Científico de datos;Investigación y ciencia de datos;USD;100000;100000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;S
2021;Científico de datos;Investigación y ciencia de datos;USD;82500;82500;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;S
2021;Científico de datos;Investigación y ciencia de datos;USD;150000;150000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2021;Científico de datos;Investigación y ciencia de datos;USD;90000;90000;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;S
2021;Científico de datos;Investigación y ciencia de datos;USD;165000;165000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;58000;58000;Estados Unidos;Nivel Básico;Full-time;Híbrido;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;100000;100000;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2021;Científico de datos;Investigación y ciencia de datos;USD;135000;135000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;147000;147000;Estados Unidos;Nivel medio;Full-time;Híbrido;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;160000;160000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;130000;130000;Estados Unidos;Nivel medio;Full-time;Híbrido;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;115000;115000;Estados Unidos;Nivel medio;Full-time;Híbrido;Estados Unidos;L
2021;Científico de datos;Investigación y ciencia de datos;USD;73000;73000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;L
2021;Especialista en datos;Gestión y estrategia de datos;USD;165000;165000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Director de Ciencia de Datos;Investigación y ciencia de datos;USD;250000;250000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;L
2021;Jefe de Datos;Liderazgo y gestión;USD;235000;235000;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;L
2021;Jefe de Ciencia de Datos;Investigación y ciencia de datos;USD;110000;110000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;S
2021;Analista líder de datos;Análisis de los datos;USD;170000;170000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero líder de datos;Ingeniería de datos;USD;276000;276000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;L
2021;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;125000;125000;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;S
2021;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;185000;185000;Estados Unidos;Senior;Full-time;Híbrido;Estados Unidos;L
2021;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;81000;81000;Estados Unidos;Nivel Básico;Full-time;Híbrido;Estados Unidos;S
2021;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;200000;200000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero de Infraestructura de Aprendizaje Automático;Aprendizaje automático e IA;USD;195000;195000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2021;Científico de aprendizaje automático;Aprendizaje automático e IA;USD;120000;120000;Estados Unidos;Senior;Full-time;Híbrido;Estados Unidos;S
2021;Científico de aprendizaje automático;Aprendizaje automático e IA;USD;225000;225000;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;L
2021;Ingeniero ML;Aprendizaje automático e IA;USD;270000;270000;Estados Unidos;Nivel medio;Contract;Remoto;Estados Unidos;L
2021;Ingeniero ML;Aprendizaje automático e IA;USD;256000;256000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;S
2021;Analista Principal de Datos;Análisis de los datos;USD;170000;170000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2021;Ingeniero de datos principal;Ingeniería de datos;USD;200000;200000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2021;Ingeniero de datos principal;Ingeniería de datos;USD;185000;185000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Científico de datos principal;Investigación y ciencia de datos;USD;220000;220000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;L
2021;Científico de datos principal;Investigación y ciencia de datos;USD;416000;416000;Estados Unidos;Ejecutivo;Contract;Remoto;Estados Unidos;S
2021;Científico de datos principal;Investigación y ciencia de datos;USD;235000;235000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;L
2021;Científico de datos principal;Investigación y ciencia de datos;USD;151000;151000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;L
2021;Científico de datos del personal;Investigación y ciencia de datos;USD;105000;105000;Estados Unidos;Senior;Contract;Remoto;Estados Unidos;M
2021;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;185000;185000;Estados Unidos;Senior;Full-time;Híbrido;Estados Unidos;M
2021;Científico de aprendizaje automático aplicado;Aprendizaje automático e IA;USD;38400;38400;Vietnam;Nivel medio;Full-time;Remoto;Estados Unidos;M
2022;Científico de datos;Investigación y ciencia de datos;USD;100000;100000;Algeria;Nivel Básico;Part-time;Híbrido;Algeria;M
2022;Analista de datos empresariales;Análisis de los datos;USD;50000;50000;India;Nivel Básico;Full-time;Remoto;Samoa Americana;L
2022;Analista de datos;Análisis de los datos;USD;50000;50000;Argentina;Nivel Básico;Full-time;Remoto;Argentina;L
2022;Analista de datos BI;Análisis de los datos;AUD;65000;45050;Australia;Nivel medio;Full-time;Híbrido;Australia;L
2022;Analista de datos BI;Análisis de los datos;AUD;77000;53368;Australia;Nivel medio;Full-time;Remoto;Australia;M
2022;Ingeniero de software de visión por computadora;Aprendizaje automático e IA;USD;150000;150000;Australia;Nivel Básico;Full-time;Remoto;Australia;S
2022;Gerente de ciencia de datos;Investigación y ciencia de datos;AUD;193000;133766;Australia;Senior;Full-time;Remoto;Australia;L
2022;Científico de datos;Investigación y ciencia de datos;AUD;120000;83171;Australia;Nivel medio;Full-time;En persona;Australia;L
2022;Científico de datos;Investigación y ciencia de datos;AUD;120000;83171;Australia;Nivel Básico;Full-time;Híbrido;Australia;M
2022;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;AUD;121000;83864;Australia;Nivel medio;Full-time;Remoto;Australia;L
2022;Desarrollador de aprendizaje automático;Aprendizaje automático e IA;USD;40000;40000;Pakistán;Nivel Básico;Full-time;Remoto;Australia;M
2022;Programador de IA;Aprendizaje automático e IA;USD;40000;40000;Pakistán;Nivel Básico;Full-time;Remoto;Australia;M
2022;Analista de datos;Análisis de los datos;USD;171000;171000;Estados Unidos;Senior;Full-time;Remoto;Australia;L
2022;Científico de datos aplicados;Investigación y ciencia de datos;USD;50000;50000;Austria;Nivel Básico;Full-time;Híbrido;Austria;M
2022;Líder científico de datos;Investigación y ciencia de datos;EUR;85000;89306;Austria;Nivel medio;Full-time;Híbrido;Austria;L
2022;Científico de investigación;Investigación y ciencia de datos;EUR;59000;61989;Austria;Nivel medio;Full-time;En persona;Austria;L
2022;Científico de datos;Investigación y ciencia de datos;EUR;80000;84053;Bélgica;Nivel Básico;Full-time;Remoto;Bélgica;L
2022;Científico de datos;Investigación y ciencia de datos;EUR;49500;52008;Bélgica;Nivel Básico;Full-time;Híbrido;Bélgica;S
2022;Analista de BI;BI y visualización;USD;78000;78000;Brasil;Nivel medio;Full-time;Remoto;Brasil;M
2022;Analista de BI;BI y visualización;USD;48000;48000;Brasil;Nivel medio;Full-time;Remoto;Brasil;M
2022;Ingeniero de datos;Ingeniería de datos;USD;78000;78000;Brasil;Nivel medio;Full-time;Remoto;Brasil;M
2022;Ingeniero de datos;Ingeniería de datos;USD;42000;42000;Brasil;Nivel medio;Full-time;Remoto;Brasil;M
2022;Científico de datos;Investigación y ciencia de datos;USD;84000;84000;Brasil;Nivel medio;Full-time;Remoto;Brasil;M
2022;Científico de datos;Investigación y ciencia de datos;USD;54000;54000;Brasil;Nivel medio;Full-time;Remoto;Brasil;M
2022;Ingeniero analítico;Liderazgo y gestión;USD;78000;78000;Brasil;Nivel medio;Full-time;Remoto;Brasil;M
2022;Ingeniero analítico;Liderazgo y gestión;USD;48000;48000;Brasil;Nivel medio;Full-time;Remoto;Brasil;M
2022;Analista de datos empresariales;Análisis de los datos;CAD;90000;69133;Canada;Nivel medio;Full-time;Híbrido;Canada;L
2022;Científico de IA;Aprendizaje automático e IA;USD;200000;200000;Canada;Nivel Básico;Full-time;Híbrido;Canada;L
2022;Analista de datos;Análisis de los datos;USD;100000;100000;Canada;Nivel medio;Full-time;En persona;Canada;M
2022;Analista de datos;Análisis de los datos;USD;65000;65000;Canada;Nivel medio;Full-time;En persona;Canada;M
2022;Analista de datos;Análisis de los datos;USD;130000;130000;Canada;Senior;Full-time;Remoto;Canada;M
2022;Analista de datos;Análisis de los datos;USD;61300;61300;Canada;Senior;Full-time;Remoto;Canada;M
2022;Analista de datos;Análisis de los datos;USD;130000;130000;Canada;Senior;Full-time;Remoto;Canada;M
2022;Analista de datos;Análisis de los datos;USD;61300;61300;Canada;Senior;Full-time;Remoto;Canada;M
2022;Analista de datos;Análisis de los datos;USD;85000;85000;Canada;Nivel medio;Full-time;En persona;Canada;M
2022;Analista de datos;Análisis de los datos;USD;75000;75000;Canada;Nivel medio;Full-time;En persona;Canada;M
2022;Analista de datos;Análisis de los datos;USD;67000;67000;Canada;Nivel Básico;Full-time;En persona;Canada;M
2022;Analista de datos;Análisis de los datos;USD;52000;52000;Canada;Nivel Básico;Full-time;En persona;Canada;M
2022;Arquitecto de datos;Arquitectura y modelado de datos;USD;192400;192400;Canada;Senior;Full-time;Remoto;Canada;M
2022;Arquitecto de datos;Arquitectura y modelado de datos;USD;90700;90700;Canada;Senior;Full-time;Remoto;Canada;M
2022;Ingeniero de datos;Ingeniería de datos;USD;178000;178000;Canada;Senior;Full-time;En persona;Canada;M
2022;Ingeniero de datos;Ingeniería de datos;USD;132000;132000;Canada;Senior;Full-time;En persona;Canada;M
2022;Ingeniero de datos;Ingeniería de datos;USD;185800;185800;Canada;Senior;Full-time;Remoto;Canada;M
2022;Ingeniero de datos;Ingeniería de datos;USD;137400;137400;Canada;Senior;Full-time;Remoto;Canada;M
2022;Administrador de datos;Liderazgo y gestión;CAD;164000;125976;Canada;Ejecutivo;Full-time;Híbrido;Canada;L
2022;Científico de datos;Investigación y ciencia de datos;CAD;96000;73742;Canada;Nivel Básico;Full-time;Remoto;Canada;L
2022;Científico de datos;Investigación y ciencia de datos;CAD;88000;67597;Canada;Nivel medio;Full-time;Remoto;Canada;M
2022;Científico de datos;Investigación y ciencia de datos;CAD;66500;51081;Canada;Nivel Básico;Full-time;Remoto;Canada;L
2022;Desarrollador de IA;Aprendizaje automático e IA;USD;275000;275000;Canada;Senior;Full-time;En persona;Canada;S
2022;Director de Ciencia de Datos;Investigación y ciencia de datos;CAD;250000;192037;Canada;Ejecutivo;Full-time;Híbrido;Canada;L
2022;Ingeniero de big data;Ingeniería de datos;CAD;210000;161311;Canada;Senior;Full-time;Híbrido;Canada;M
2022;Ingeniero líder de datos;Ingeniería de datos;CAD;150000;115222;Canada;Ejecutivo;Full-time;Remoto;Canada;S
2022;Desarrollador de aprendizaje automático;Aprendizaje automático e IA;CAD;100000;76814;Canada;Nivel medio;Full-time;Remoto;Canada;M
2022;Desarrollador de aprendizaje automático;Aprendizaje automático e IA;CAD;100000;76814;Canada;Senior;Full-time;Remoto;Canada;M
2022;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;187200;187200;Canada;Senior;Full-time;Remoto;Canada;M
2022;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;116100;116100;Canada;Senior;Full-time;Remoto;Canada;M
2022;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;140000;140000;Canada;Senior;Full-time;En persona;Canada;M
2022;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;USD;110000;110000;Canada;Senior;Full-time;En persona;Canada;M
2022;Investigador de aprendizaje automático;Aprendizaje automático e IA;CAD;137000;105236;Canada;Nivel medio;Full-time;Híbrido;Canada;L
2022;Ingeniero de software de aprendizaje automático;Aprendizaje automático e IA;USD;248400;248400;Canada;Senior;Full-time;Remoto;Canada;M
2022;Ingeniero de software de aprendizaje automático;Aprendizaje automático e IA;USD;183600;183600;Canada;Senior;Full-time;Remoto;Canada;M
2022;Ingeniero de software de aprendizaje automático;Aprendizaje automático e IA;USD;227200;227200;Canada;Senior;Full-time;Remoto;Canada;M
2022;Ingeniero de software de aprendizaje automático;Aprendizaje automático e IA;USD;168000;168000;Canada;Senior;Full-time;Remoto;Canada;M
2022;Analista Principal de Datos;Análisis de los datos;USD;75000;75000;Canada;Nivel medio;Full-time;Remoto;Canada;S
2022;Científico de IA;Aprendizaje automático e IA;USD;125000;125000;Colombia;Senior;Full-time;Remoto;Colombia;L
2022;Científico de aprendizaje automático aplicado;Aprendizaje automático e IA;EUR;29000;30469;Túnez;Nivel Básico;Contract;Remoto;República Checa;M
2022;Científico de aprendizaje automático;Aprendizaje automático e IA;USD;22800;22800;Egipto;Nivel medio;Full-time;Remoto;Egipto;M
2022;Ingeniero analítico;Liderazgo y gestión;USD;48000;48000;Argentina;Senior;Full-time;Remoto;Estados Unidos;S
2022;Jefe de Datos;Liderazgo y gestión;EUR;30000;31520;Estonia;Nivel medio;Full-time;Remoto;Estonia;S
2022;Ingeniero de aprendizaje automático;Aprendizaje automático e IA;EUR;60000;63040;Finlandia;Senior;Full-time;Híbrido;Finlandia;S
2022;Científico de datos;Investigación y ciencia de datos;USD;110000;110000;República Dominicana;Nivel Básico;Part-time;Remoto;Francia;M
2022;Analista de datos BI;Análisis de los datos;EUR;100000;105066;Francia;Nivel medio;Full-time;Híbrido;Francia;M
2022;Ingeniero en Visión por Computador;Aprendizaje automático e IA;EUR;56000;58837;Francia;Nivel medio;Full-time;Remoto;Francia;S
2022;Analista de datos;Análisis de los datos;EUR;27000;28368;Francia;Nivel Básico;Full-time;Híbrido;Francia;M
2022;Ingeniero de datos;Ingeniería de datos;EUR;62000;65141;Francia;Nivel medio;Full-time;Remoto;Francia;M
2022;Científico de datos;Investigación y ciencia de datos;EUR;90000;94560;Francia;Nivel medio;Full-time;Remoto;Francia;M
2022;Científico de datos;Investigación y ciencia de datos;EUR;50000;52533;Francia;Nivel medio;Full-time;Remoto;Francia;M
2022;Científico de datos;Investigación y ciencia de datos;EUR;60000;63040;Francia;Nivel medio;Full-time;Remoto;Francia;M
2022;Científico de datos;Investigación y ciencia de datos;EUR;50000;52533;Francia;Nivel medio;Full-time;Remoto;Francia;M
